line_id,order_id,order_date,customer_id,product_id,salesperson_id,quantity,unit_price,discount_pct,gross_sales,net_sales,cogs,gross_profit
L0016344,O008351,2026-04-08,C158,P038,S03,63,660.56,0.1117,41615.28,36966.42,28280.94,8685.49
L0016345,O008351,2026-04-08,C158,P005,S03,13,144.62,0.1219,1880.06,1650.79,1560.52,90.27
L0016346,O008352,2026-04-22,C032,P050,S01,40,423.96,0.0956,16958.4,15337.85,14326.14,1011.71
L0016347,O008352,2026-04-22,C032,P014,S01,28,67.34,0.0969,1885.52,1702.74,1473.47,229.26
L0016348,O008353,2026-04-10,C157,P055,S01,21,244.33,0.08,5130.93,4720.34,4294.66,425.68
L0016349,O008354,2026-04-11,C079,P001,S02,41,180.01,0.0932,7380.41,6692.56,6129.92,562.64
L0016350,O008354,2026-04-11,C079,P019,S02,41,171.23,0.1103,7020.43,6245.94,5104.64,1141.3
L0016351,O008355,2026-04-27,C130,P036,S08,28,251.52,0.0913,7042.56,6399.78,5322.8,1076.98
L0016352,O008355,2026-04-27,C130,P014,S08,27,67.34,0.077,1818.18,1678.24,1420.85,257.39
L0016353,O008355,2026-04-27,C130,P010,S08,19,207.68,0.0668,3945.92,3682.2,3284.91,397.29
L0016354,O008355,2026-04-27,C130,P006,S08,21,111.54,0.0719,2342.34,2174.01,1828.16,345.85
L0016355,O008356,2026-04-16,C145,P045,S06,7,231.8,0.0513,1622.6,1539.3,1173.37,365.93
L0016356,O008356,2026-04-16,C145,P044,S06,7,920.38,0.0305,6442.66,6246.03,4286.67,1959.37
L0016357,O008356,2026-04-16,C145,P015,S06,6,173.78,0.0418,1042.68,999.12,759.77,239.36
L0016358,O008356,2026-04-16,C145,P011,S06,5,207.09,0.0258,1035.45,1008.73,787.44,221.29
L0016359,O008357,2026-04-30,C006,P048,S07,3,211.0,0.0337,633.0,611.69,431.28,180.42
L0016360,O008358,2026-04-10,C027,P002,S12,14,120.71,0.0325,1689.94,1635.03,1368.75,266.28
L0016361,O008358,2026-04-10,C027,P057,S12,7,260.61,0.0179,1824.27,1791.65,1644.73,146.92
L0016362,O008358,2026-04-10,C027,P011,S12,11,207.09,0.0136,2277.99,2246.92,1732.37,514.56
L0016363,O008359,2026-04-11,C157,P029,S01,23,228.61,0.0589,5258.03,4948.12,4091.09,857.03
L0016364,O008360,2026-04-29,C167,P034,S13,8,261.92,0.0324,2095.36,2027.48,1782.42,245.07
L0016365,O008360,2026-04-29,C167,P004,S13,29,221.16,0.0145,6413.64,6320.39,5285.47,1034.92
L0016366,O008361,2026-04-05,C131,P055,S02,15,244.33,0.0544,3664.95,3465.48,3067.61,397.87
L0016367,O008361,2026-04-05,C131,P024,S02,11,68.5,0.0712,753.5,699.88,574.51,125.36
L0016368,O008361,2026-04-05,C131,P023,S02,18,65.5,0.0665,1179.0,1100.63,904.72,195.9
L0016369,O008361,2026-04-05,C131,P006,S02,18,111.54,0.0748,2007.72,1857.47,1566.99,290.48
L0016370,O008362,2026-04-02,C081,P020,S02,39,175.79,0.0986,6855.81,6179.82,5014.28,1165.54
L0016371,O008362,2026-04-02,C081,P057,S02,76,260.61,0.0886,19806.36,18052.0,17857.03,194.98
L0016372,O008363,2026-04-04,C070,P006,S13,11,111.54,0.0225,1226.94,1199.34,957.61,241.74
L0016373,O008364,2026-04-25,C078,P023,S08,7,65.5,0.0339,458.5,442.94,351.84,91.1
L0016374,O008364,2026-04-25,C078,P033,S08,7,614.88,0.0344,4304.16,4156.24,3327.97,828.26
L0016375,O008364,2026-04-25,C078,P058,S08,8,403.66,0.0322,3229.28,3125.45,2725.47,399.98
L0016376,O008365,2026-04-06,C126,P003,S08,14,195.81,0.046,2741.34,2615.2,2090.77,524.43
L0016377,O008366,2026-04-22,C136,P029,S13,22,228.61,0.0752,5029.42,4651.22,3913.21,738.01
L0016378,O008366,2026-04-22,C136,P011,S13,25,207.09,0.0729,5177.25,4799.57,3937.2,862.37
L0016379,O008367,2026-04-02,C055,P018,S09,32,107.64,0.0647,3444.48,3221.53,2528.31,693.23
L0016380,O008367,2026-04-02,C055,P023,S09,29,65.5,0.0777,1899.5,1751.83,1457.61,294.22
L0016381,O008367,2026-04-02,C055,P057,S09,26,260.61,0.0702,6775.86,6299.88,6108.98,190.9
L0016382,O008368,2026-04-12,C161,P016,S02,4,168.1,0.0265,672.4,654.61,481.11,173.5
L0016383,O008369,2026-04-01,C114,P001,S08,18,180.01,0.0722,3240.18,3006.29,2691.19,315.11
L0016384,O008370,2026-04-09,C092,P049,S07,19,432.65,0.0545,8220.35,7772.35,7171.62,600.73
L0016385,O008370,2026-04-09,C092,P036,S07,18,251.52,0.052,4527.36,4292.04,3421.8,870.25
L0016386,O008370,2026-04-09,C092,P026,S07,24,343.08,0.0498,8233.92,7824.0,6852.14,971.86
L0016387,O008371,2026-04-21,C009,P024,S13,3,68.5,0.0424,205.5,196.78,156.69,40.1
L0016388,O008371,2026-04-21,C009,P059,S13,12,190.42,0.0322,2285.04,2211.46,1972.57,238.89
L0016389,O008371,2026-04-21,C009,P004,S13,10,221.16,0.0425,2211.6,2117.65,1822.58,295.08
L0016390,O008372,2026-04-07,C112,P017,S11,56,129.89,0.0734,7273.84,6740.19,5020.0,1720.19
L0016391,O008372,2026-04-07,C112,P034,S11,50,261.92,0.0811,13096.0,12033.98,11140.1,893.87
L0016392,O008373,2026-04-11,C126,P013,S09,12,189.27,0.0378,2271.24,2185.41,1718.05,467.36
L0016393,O008373,2026-04-11,C126,P036,S09,3,251.52,0.0127,754.56,744.99,570.3,174.69
L0016394,O008374,2026-04-12,C166,P040,S02,16,363.93,0.0935,5822.88,5278.37,4065.65,1212.72
L0016395,O008374,2026-04-12,C166,P013,S02,67,189.27,0.0923,12681.09,11510.65,9592.46,1918.19
L0016396,O008374,2026-04-12,C166,P041,S02,22,589.11,0.0839,12960.42,11872.76,9022.94,2849.82
L0016397,O008375,2026-04-18,C094,P005,S13,22,144.62,0.0466,3181.64,3033.31,2640.88,392.43
L0016398,O008375,2026-04-18,C094,P059,S13,22,190.42,0.0656,4189.24,3914.62,3616.38,298.23
L0016399,O008376,2026-04-25,C015,P035,S12,7,311.6,0.0301,2181.2,2115.49,1801.98,313.51
L0016400,O008377,2026-04-11,C161,P045,S01,8,231.8,0.0386,1854.4,1782.88,1340.99,441.89
L0016401,O008377,2026-04-11,C161,P057,S01,3,260.61,0.0149,781.83,770.19,704.88,65.31
L0016402,O008378,2026-04-12,C020,P044,S05,17,920.38,0.0594,15646.46,14717.18,10410.48,4306.7
L0016403,O008379,2026-04-05,C093,P038,S02,17,660.56,0.0616,11229.52,10537.69,7631.36,2906.33
L0016404,O008380,2026-04-26,C087,P032,S08,4,450.47,0.0251,1801.88,1756.65,1410.33,346.31
L0016405,O008380,2026-04-26,C087,P014,S08,5,67.34,0.0105,336.7,333.17,263.12,70.05
L0016406,O008380,2026-04-26,C087,P050,S08,7,423.96,0.008,2967.72,2944.02,2507.07,436.95
L0016407,O008381,2026-04-19,C064,P043,S08,2,466.09,0.0425,932.18,892.61,654.04,238.56
L0016408,O008381,2026-04-19,C064,P030,S08,6,224.16,0.0276,1344.96,1307.79,1095.44,212.34
L0016409,O008382,2026-04-05,C155,P003,S06,7,195.81,0.0329,1370.67,1325.61,1045.39,280.22
L0016410,O008383,2026-04-03,C003,P042,S01,12,606.74,0.0581,7280.88,6858.08,4491.07,2367.01
L0016411,O008383,2026-04-03,C003,P058,S01,9,403.66,0.0786,3632.94,3347.37,3066.15,281.21
L0016412,O008384,2026-04-04,C099,P051,S13,12,90.78,0.0316,1089.36,1054.98,933.06,121.91
L0016413,O008384,2026-04-04,C099,P040,S13,8,363.93,0.0519,2911.44,2760.4,2032.82,727.58
L0016414,O008385,2026-04-29,C074,P034,S01,11,261.92,0.0403,2881.12,2765.13,2450.82,314.31
L0016415,O008386,2026-04-20,C021,P059,S02,10,190.42,0.0877,1904.2,1737.14,1643.81,93.33
L0016416,O008387,2026-04-25,C064,P034,S09,4,261.92,0.0144,1047.68,1032.63,891.21,141.42
L0016417,O008388,2026-04-08,C179,P004,S03,3,221.16,0.054,663.48,627.67,546.77,80.89
L0016418,O008388,2026-04-08,C179,P037,S03,2,828.35,0.0524,1656.7,1569.9,1142.63,427.26
L0016419,O008388,2026-04-08,C179,P039,S03,3,857.35,0.0425,2572.05,2462.69,1727.61,735.08
L0016420,O008388,2026-04-08,C179,P054,S03,2,125.53,0.0356,251.06,242.13,221.01,21.12
L0016421,O008389,2026-04-06,C127,P018,S09,18,107.64,0.0806,1937.52,1781.4,1422.17,359.23
L0016422,O008389,2026-04-06,C127,P012,S09,26,131.33,0.0644,3414.58,3194.55,2789.63,404.92
L0016423,O008389,2026-04-06,C127,P052,S09,12,323.49,0.0725,3881.88,3600.34,3384.03,216.31
L0016424,O008390,2026-04-16,C087,P048,S08,5,211.0,0.0086,1055.0,1045.88,718.79,327.09
L0016425,O008390,2026-04-16,C087,P015,S08,3,173.78,0.0256,521.34,507.98,379.88,128.1
L0016426,O008390,2026-04-16,C087,P022,S08,5,86.4,0.0243,432.0,421.49,328.89,92.6
L0016427,O008390,2026-04-16,C087,P032,S08,4,450.47,0.038,1801.88,1733.37,1410.33,323.04
L0016428,O008391,2026-04-22,C142,P023,S06,8,65.5,0.0331,524.0,506.68,402.1,104.58
L0016429,O008391,2026-04-22,C142,P036,S06,7,251.52,0.0218,1760.64,1722.22,1330.7,391.52
L0016430,O008392,2026-04-03,C086,P036,S03,10,251.52,0.0849,2515.2,2301.68,1901.0,400.68
L0016431,O008392,2026-04-03,C086,P039,S03,19,857.35,0.0933,16289.65,14770.25,10941.54,3828.71
L0016432,O008393,2026-04-13,C045,P034,S05,38,261.92,0.079,9952.96,9167.03,8466.48,700.55
L0016433,O008393,2026-04-13,C045,P014,S05,56,67.34,0.0427,3771.04,3610.08,2946.95,663.13
L0016434,O008394,2026-04-14,C056,P015,S15,30,173.78,0.0988,5213.4,4698.37,3798.83,899.54
L0016435,O008395,2026-04-07,C115,P041,S13,14,589.11,0.076,8247.54,7620.38,5741.87,1878.51
L0016436,O008395,2026-04-07,C115,P060,S13,18,298.23,0.0852,5368.14,4910.89,4851.5,59.4
L0016437,O008396,2026-04-17,C054,P046,S02,35,246.02,0.0849,8610.7,7879.98,5602.26,2277.72
L0016438,O008396,2026-04-17,C054,P034,S02,62,261.92,0.0715,16239.04,15078.21,13813.73,1264.48
L0016439,O008396,2026-04-17,C054,P014,S02,35,67.34,0.0942,2356.9,2134.86,1841.84,293.01
L0016440,O008397,2026-04-06,C016,P050,S01,8,423.96,0.0334,3391.68,3278.47,2865.23,413.24
L0016441,O008397,2026-04-06,C016,P042,S01,2,606.74,0.0406,1213.48,1164.2,748.51,415.69
L0016442,O008398,2026-04-18,C163,P053,S05,29,179.44,0.0608,5203.76,4887.32,4491.13,396.19
L0016443,O008399,2026-05-03,C049,P016,S08,9,168.1,0.0453,1512.9,1444.44,1082.49,361.94
L0016444,O008400,2026-05-21,C120,P059,S13,21,190.42,0.0551,3998.82,3778.42,3452.0,326.42
L0016445,O008401,2026-05-13,C038,P031,S03,6,699.23,0.0761,4195.38,3876.17,3303.22,572.96
L0016446,O008401,2026-05-13,C038,P033,S03,4,614.88,0.0381,2459.52,2365.82,1901.7,464.12
L0016447,O008402,2026-05-12,C156,P006,S11,2,111.54,0.0318,223.08,215.98,174.11,41.87
L0016448,O008403,2026-05-07,C161,P011,S02,8,207.09,0.0446,1656.72,1582.87,1259.9,322.97
L0016449,O008403,2026-05-07,C161,P056,S02,8,390.89,0.0666,3127.12,2918.87,2797.43,121.44
L0016450,O008404,2026-05-10,C105,P041,S02,20,589.11,0.0843,11782.2,10789.39,8202.67,2586.72
L0016451,O008404,2026-05-10,C105,P022,S02,20,86.4,0.0914,1728.0,1570.1,1315.55,254.56
L0016452,O008405,2026-05-06,C127,P060,S08,30,298.23,0.065,8946.9,8365.5,8085.83,279.68
L0016453,O008405,2026-05-06,C127,P009,S08,68,111.83,0.0784,7604.44,7008.28,5869.04,1139.25
L0016454,O008406,2026-05-22,C113,P041,S06,6,589.11,0.0328,3534.66,3418.8,2460.8,958.0
L0016455,O008406,2026-05-22,C113,P054,S06,3,125.53,0.022,376.59,368.32,331.51,36.81
L0016456,O008406,2026-05-22,C113,P032,S06,6,450.47,0.039,2702.82,2597.39,2115.5,481.89
L0016457,O008407,2026-05-05,C030,P053,S01,4,179.44,0.0414,717.76,688.01,619.47,68.55
L0016458,O008408,2026-05-14,C041,P045,S12,21,231.8,0.0773,4867.8,4491.72,3520.11,971.61
L0016459,O008408,2026-05-14,C041,P032,S12,37,450.47,0.063,16667.39,15618.05,13045.56,2572.5
L0016460,O008409,2026-05-24,C015,P023,S13,5,65.5,0.0257,327.5,319.08,251.31,67.76
L0016461,O008409,2026-05-24,C015,P027,S13,11,283.73,0.0251,3121.03,3042.73,2360.95,681.77
L0016462,O008409,2026-05-24,C015,P004,S13,3,221.16,0.0415,663.48,635.95,546.77,89.17
L0016463,O008410,2026-05-29,C137,P002,S09,24,120.71,0.0854,2897.04,2649.62,2346.42,303.2
L0016464,O008410,2026-05-29,C137,P036,S09,17,251.52,0.0401,4275.84,4104.43,3231.7,872.74
L0016465,O008411,2026-05-18,C062,P051,S15,30,90.78,0.0428,2723.4,2606.73,2332.66,274.07
L0016466,O008411,2026-05-18,C062,P056,S15,6,390.89,0.0382,2345.34,2255.68,2098.07,157.61
L0016467,O008411,2026-05-18,C062,P025,S15,6,495.75,0.0374,2974.5,2863.29,2427.24,436.05
L0016468,O008412,2026-05-25,C174,P014,S08,41,67.34,0.0617,2760.94,2590.7,2157.59,433.11
L0016469,O008412,2026-05-25,C174,P060,S08,8,298.23,0.0647,2385.84,2231.47,2156.22,75.25
L0016470,O008413,2026-05-10,C112,P015,S10,6,173.78,0.0664,1042.68,973.39,759.77,213.63
L0016471,O008414,2026-05-12,C088,P050,S09,3,423.96,0.0219,1271.88,1244.08,1074.46,169.62
L0016472,O008414,2026-05-12,C088,P028,S09,6,502.85,0.0218,3017.1,2951.36,2385.27,566.09
L0016473,O008414,2026-05-12,C088,P004,S09,9,221.16,0.028,1990.44,1934.67,1640.32,294.35
L0016474,O008415,2026-05-09,C100,P056,S07,21,390.89,0.0564,8208.69,7745.63,7343.25,402.38
L0016475,O008415,2026-05-09,C100,P014,S07,50,67.34,0.0354,3367.0,3247.87,2631.2,616.67
L0016476,O008416,2026-05-25,C072,P020,S06,7,175.79,0.017,1230.53,1209.56,900.0,309.56
L0016477,O008416,2026-05-25,C072,P036,S06,3,251.52,0.0269,754.56,734.28,570.3,163.98
L0016478,O008417,2026-05-20,C069,P016,S09,6,168.1,0.0091,1008.6,999.43,721.66,277.77
L0016479,O008417,2026-05-20,C069,P036,S09,3,251.52,0.0039,754.56,751.64,570.3,181.34
L0016480,O008417,2026-05-20,C069,P051,S09,6,90.78,0.0104,544.68,539.02,466.53,72.49
L0016481,O008417,2026-05-20,C069,P033,S09,9,614.88,0.0197,5533.92,5424.69,4278.82,1145.87
L0016482,O008418,2026-05-25,C124,P009,S02,60,111.83,0.0839,6709.8,6146.59,5178.56,968.03
L0016483,O008418,2026-05-25,C124,P002,S02,43,120.71,0.0905,5190.53,4720.83,4204.01,516.82
L0016484,O008419,2026-05-10,C016,P024,S02,6,68.5,0.0526,411.0,389.37,313.37,76.0
L0016485,O008419,2026-05-10,C016,P044,S02,6,920.38,0.0455,5522.28,5270.88,3674.29,1596.59
L0016486,O008420,2026-05-29,C036,P008,S01,2,181.72,0.0383,363.44,349.52,282.18,67.33
L0016487,O008420,2026-05-29,C036,P013,S01,9,189.27,0.0311,1703.43,1650.54,1288.54,362.0
L0016488,O008420,2026-05-29,C036,P043,S01,6,466.09,0.0245,2796.54,2727.94,1962.13,765.81
L0016489,O008420,2026-05-29,C036,P002,S01,2,120.71,0.0641,241.42,225.95,195.54,30.42
L0016490,O008421,2026-05-21,C091,P009,S15,26,111.83,0.0561,2907.58,2744.42,2244.04,500.38
L0016491,O008422,2026-05-08,C069,P025,S08,3,495.75,0.0441,1487.25,1421.65,1213.62,208.03
L0016492,O008422,2026-05-08,C069,P043,S08,36,466.09,0.0168,16779.24,16497.09,11772.79,4724.3
L0016493,O008423,2026-05-10,C008,P028,S05,8,502.85,0.0182,4022.8,3949.53,3180.36,769.17
L0016494,O008423,2026-05-10,C008,P021,S05,6,153.63,0.0306,921.78,893.58,725.19,168.39
L0016495,O008424,2026-05-22,C160,P018,S02,39,107.64,0.1023,4197.96,3768.5,3081.37,687.13
L0016496,O008424,2026-05-22,C160,P058,S02,28,403.66,0.1009,11302.48,10162.53,9539.14,623.39
L0016497,O008424,2026-05-22,C160,P040,S02,47,363.93,0.0931,17104.71,15511.62,11942.85,3568.77
L0016498,O008424,2026-05-22,C160,P051,S02,32,90.78,0.0697,2904.96,2702.47,2488.17,214.3
L0016499,O008425,2026-05-23,C021,P059,S01,9,190.42,0.0764,1713.78,1582.78,1479.43,103.35
L0016500,O008425,2026-05-23,C021,P045,S01,14,231.8,0.0801,3245.2,2985.26,2346.74,638.53
L0016501,O008425,2026-05-23,C021,P021,S01,38,153.63,0.0853,5837.94,5339.81,4592.86,746.95
L0016502,O008426,2026-05-01,C137,P016,S09,46,168.1,0.0781,7732.6,7128.48,5532.75,1595.73
L0016503,O008427,2026-05-18,C158,P045,S03,20,231.8,0.1143,4636.0,4105.99,3352.48,753.5
L0016504,O008427,2026-05-18,C158,P016,S03,39,168.1,0.0784,6555.9,6041.8,4690.81,1350.99
L0016505,O008428,2026-05-08,C087,P019,S09,7,171.23,0.0194,1198.61,1175.36,871.52,303.83
L0016506,O008428,2026-05-08,C087,P004,S09,7,221.16,0.0216,1548.12,1514.63,1275.8,238.82
L0016507,O008429,2026-05-06,C104,P018,S02,23,107.64,0.0551,2475.72,2339.32,1817.22,522.1
L0016508,O008429,2026-05-06,C104,P026,S02,15,343.08,0.017,5146.2,5058.83,4282.59,776.25
L0016509,O008429,2026-05-06,C104,P011,S02,11,207.09,0.0398,2277.99,2187.38,1732.37,455.01
L0016510,O008430,2026-05-30,C108,P007,S10,9,80.27,0.0288,722.43,701.65,586.91,114.74
L0016511,O008430,2026-05-30,C108,P020,S10,6,175.79,0.036,1054.74,1016.81,771.43,245.38
L0016512,O008430,2026-05-30,C108,P014,S10,4,67.34,0.0158,269.36,265.09,210.5,54.6
L0016513,O008431,2026-05-12,C138,P060,S11,38,298.23,0.0845,11332.74,10374.97,10242.05,132.93
L0016514,O008432,2026-05-09,C027,P039,S12,8,857.35,0.024,6858.8,6694.32,4606.96,2087.36
L0016515,O008432,2026-05-09,C027,P037,S12,4,828.35,0.0225,3313.4,3238.89,2285.27,953.62
L0016516,O008433,2026-05-27,C049,P034,S09,7,261.92,0.0126,1833.44,1810.33,1559.61,250.72
L0016517,O008433,2026-05-27,C049,P045,S09,6,231.8,0.0178,1390.8,1366.09,1005.75,360.34
L0016518,O008433,2026-05-27,C049,P056,S09,6,390.89,0.0177,2345.34,2303.79,2098.07,205.71
L0016519,O008434,2026-05-23,C085,P025,S04,30,495.75,0.0728,14872.5,13789.92,12136.2,1653.72
L0016520,O008435,2026-05-28,C076,P001,S05,7,180.01,0.0011,1260.07,1258.64,1046.57,212.07
L0016521,O008436,2026-05-05,C029,P008,S02,7,181.72,0.0744,1272.04,1177.44,987.64,189.8
L0016522,O008436,2026-05-05,C029,P013,S02,3,189.27,0.0527,567.81,537.88,429.51,108.37
L0016523,O008437,2026-05-29,C091,P046,S14,37,246.02,0.0796,9102.74,8378.56,5922.39,2456.17
L0016524,O008438,2026-05-28,C138,P046,S10,32,246.02,0.0878,7872.64,7181.1,5122.06,2059.04
L0016525,O008438,2026-05-28,C138,P047,S10,42,764.34,0.0877,32102.28,29287.32,21709.63,7577.69
L0016526,O008439,2026-05-25,C058,P052,S05,18,323.49,0.0513,5822.82,5524.35,5076.05,448.3
L0016527,O008439,2026-05-25,C058,P006,S05,16,111.54,0.039,1784.64,1715.08,1392.88,322.19
L0016528,O008439,2026-05-25,C058,P032,S05,19,450.47,0.0472,8558.93,8154.9,6699.07,1455.83
L0016529,O008440,2026-05-27,C114,P010,S09,22,207.68,0.0551,4568.96,4317.32,3803.58,513.74
L0016530,O008441,2026-05-29,C006,P011,S06,5,207.09,0.0345,1035.45,999.78,787.44,212.34
L0016531,O008441,2026-05-29,C006,P016,S06,3,168.1,0.0416,504.3,483.31,360.83,122.48
L0016532,O008441,2026-05-29,C006,P020,S06,2,175.79,0.0402,351.58,337.45,257.14,80.3
L0016533,O008442,2026-05-22,C131,P010,S03,7,207.68,0.06,1453.76,1366.52,1210.23,156.29
L0016534,O008442,2026-05-22,C131,P019,S03,14,171.23,0.0625,2397.22,2247.45,1743.05,504.4
L0016535,O008442,2026-05-22,C131,P022,S03,11,86.4,0.0599,950.4,893.45,723.55,169.9
L0016536,O008443,2026-05-31,C091,P028,S14,44,502.85,0.0856,22125.4,20232.36,17491.99,2740.37
L0016537,O008444,2026-05-27,C087,P055,S09,7,244.33,0.0331,1710.31,1653.73,1431.55,222.18
L0016538,O008444,2026-05-27,C087,P057,S09,5,260.61,0.0309,1303.05,1262.85,1174.8,88.05
L0016539,O008444,2026-05-27,C087,P014,S09,5,67.34,0.0235,336.7,328.79,263.12,65.67
L0016540,O008445,2026-05-30,C095,P008,S10,13,181.72,0.0607,2362.36,2218.94,1834.19,384.74
L0016541,O008446,2026-05-13,C114,P059,S08,18,190.42,0.0597,3427.56,3222.95,2958.86,264.09
L0016542,O008447,2026-05-23,C134,P058,S08,17,403.66,0.0391,6862.22,6593.97,5791.62,802.35
L0016543,O008447,2026-05-23,C134,P007,S08,14,80.27,0.0443,1123.78,1073.98,912.97,161.0
L0016544,O008448,2026-05-07,C112,P044,S10,30,920.38,0.0738,27611.4,25573.87,18371.43,7202.45
L0016545,O008448,2026-05-07,C112,P050,S10,74,423.96,0.0744,31373.04,29038.54,26503.36,2535.18
L0016546,O008448,2026-05-07,C112,P018,S10,40,107.64,0.0757,4305.6,3979.83,3160.38,819.44
L0016547,O008448,2026-05-07,C112,P045,S10,18,231.8,0.0671,4172.4,3892.32,3017.24,875.09
L0016548,O008449,2026-05-06,C093,P012,S02,10,131.33,0.0713,1313.3,1219.64,1072.93,146.71
L0016549,O008450,2026-05-03,C067,P021,S10,10,153.63,0.0299,1536.3,1490.3,1208.65,281.65
L0016550,O008450,2026-05-03,C067,P047,S10,9,764.34,0.0331,6879.06,6651.57,4652.06,1999.51
L0016551,O008450,2026-05-03,C067,P034,S10,10,261.92,0.0229,2619.2,2559.35,2228.02,331.33
L0016552,O008451,2026-05-24,C161,P026,S03,4,343.08,0.0179,1372.32,1347.7,1142.02,205.68
L0016553,O008452,2026-05-31,C050,P038,S08,4,660.56,0.0188,2642.24,2592.5,1795.62,796.89
L0016554,O008452,2026-05-31,C050,P040,S08,8,363.93,0.0179,2911.44,2859.27,2032.82,826.44
L0016555,O008453,2026-05-18,C041,P048,S12,17,211.0,0.0671,3587.0,3346.15,2443.9,902.25
L0016556,O008454,2026-05-31,C164,P027,S01,7,283.73,0.0378,1986.11,1911.04,1502.43,408.61
L0016557,O008454,2026-05-31,C164,P050,S01,10,423.96,0.0492,4239.6,4030.81,3581.53,449.28
L0016558,O008454,2026-05-31,C164,P037,S01,5,828.35,0.0362,4141.75,3991.9,2856.58,1135.32
L0016559,O008455,2026-05-05,C132,P021,S08,54,153.63,0.0729,8296.02,7691.62,6526.7,1164.92
L0016560,O008455,2026-05-05,C132,P048,S08,37,211.0,0.061,7807.0,7331.06,5319.07,2011.99
L0016561,O008456,2026-05-17,C037,P033,S15,24,614.88,0.0794,14757.12,13585.33,11410.2,2175.14
L0016562,O008456,2026-05-17,C037,P020,S15,15,175.79,0.0699,2636.85,2452.46,1928.57,523.89
L0016563,O008456,2026-05-17,C037,P026,S15,31,343.08,0.0692,10635.48,9899.88,8850.68,1049.2
L0016564,O008456,2026-05-17,C037,P041,S15,29,589.11,0.0977,17084.19,15415.27,11893.87,3521.4
L0016565,O008457,2026-05-13,C005,P022,S03,7,86.4,0.0418,604.8,579.53,460.44,119.09
L0016566,O008457,2026-05-13,C005,P035,S03,7,311.6,0.0334,2181.2,2108.41,1801.98,306.43
L0016567,O008458,2026-05-09,C040,P057,S04,18,260.61,0.0854,4690.98,4290.36,4229.3,61.06
L0016568,O008459,2026-05-20,C126,P005,S08,9,144.62,0.0229,1301.58,1271.82,1080.36,191.46
L0016569,O008459,2026-05-20,C126,P011,S08,10,207.09,0.034,2070.9,2000.49,1574.88,425.61
L0016570,O008460,2026-05-24,C112,P042,S10,28,606.74,0.0845,16988.72,15552.46,10479.17,5073.29
L0016571,O008461,2026-05-22,C133,P004,S02,22,221.16,0.0914,4865.52,4420.87,4009.67,411.2
L0016572,O008462,2026-05-30,C076,P047,S05,7,764.34,0.0105,5350.38,5294.44,3618.27,1676.17
L0016573,O008462,2026-05-30,C076,P056,S05,2,390.89,0.0329,781.78,756.07,699.36,56.71
L0016574,O008463,2026-05-08,C134,P003,S09,18,195.81,0.0688,3524.58,3282.04,2688.13,593.91
L0016575,O008464,2026-05-27,C047,P019,S13,6,171.23,0.0268,1027.38,999.87,747.02,252.85
L0016576,O008464,2026-05-27,C047,P034,S13,3,261.92,0.0334,785.76,759.52,668.41,91.12
L0016577,O008465,2026-05-03,C033,P008,S09,6,181.72,0.0225,1090.32,1065.75,846.55,219.2
L0016578,O008465,2026-05-03,C033,P001,S09,5,180.01,0.0037,900.05,896.72,747.55,149.17
L0016579,O008465,2026-05-03,C033,P023,S09,10,65.5,0.0194,655.0,642.28,502.62,139.66
L0016580,O008466,2026-05-14,C017,P011,S03,6,207.09,0.0531,1242.54,1176.51,944.93,231.58
L0016581,O008467,2026-05-08,C049,P048,S08,10,211.0,0.0262,2110.0,2054.67,1437.59,617.09
L0016582,O008468,2026-05-25,C140,P001,S01,6,180.01,0.0294,1080.06,1048.27,897.06,151.21
L0016583,O008468,2026-05-25,C140,P004,S01,7,221.16,0.0593,1548.12,1456.29,1275.8,180.48
L0016584,O008468,2026-05-25,C140,P056,S01,11,390.89,0.0402,4299.79,4127.14,3846.46,280.68
L0016585,O008469,2026-05-23,C059,P029,S03,18,228.61,0.0693,4114.98,3830.0,3201.72,628.28
L0016586,O008469,2026-05-23,C059,P049,S03,20,432.65,0.0842,8653.0,7924.45,7549.08,375.37
L0016587,O008470,2026-05-16,C093,P028,S01,11,502.85,0.0556,5531.35,5224.04,4373.0,851.04
L0016588,O008470,2026-05-16,C093,P059,S01,9,190.42,0.0542,1713.78,1620.94,1479.43,141.51
L0016589,O008471,2026-05-01,C050,P022,S09,5,86.4,0.0277,432.0,420.03,328.89,91.14
L0016590,O008472,2026-05-15,C030,P025,S01,6,495.75,0.0519,2974.5,2820.01,2427.24,392.77
L0016591,O008472,2026-05-15,C030,P055,S01,11,244.33,0.0444,2687.63,2568.33,2249.58,318.75
L0016592,O008472,2026-05-15,C030,P013,S01,4,189.27,0.0741,757.08,700.98,572.68,128.29
L0016593,O008472,2026-05-15,C030,P031,S01,7,699.23,0.0556,4894.61,4622.42,3853.75,768.67
L0016594,O008473,2026-05-15,C147,P011,S08,27,207.09,0.0929,5591.43,5072.12,4252.18,819.94
L0016595,O008473,2026-05-15,C147,P007,S08,32,80.27,0.0689,2568.64,2391.74,2086.79,304.94
L0016596,O008473,2026-05-15,C147,P005,S08,30,144.62,0.0943,4338.6,3929.59,3601.2,328.4
L0016597,O008473,2026-05-15,C147,P012,S08,17,131.33,0.0579,2232.61,2103.33,1823.99,279.34
L0016598,O008474,2026-05-17,C017,P005,S02,5,144.62,0.0549,723.1,683.38,600.2,83.19
